selected_tag_name,S_tag_name,T_tag_name,doc_id,create_time
PCV阀,不定时检查车况,怠速不稳,2781,1486396800
PCV阀,PCV阀,怠速不稳,2781,1486396800
PCV阀,怠速不稳,不定时检查车况,2781,1486396800
PCV阀,PCV阀,不定时检查车况,2781,1486396800
PCV阀,怠速不稳,PCV阀,2781,1486396800
PCV阀,不定时检查车况,PCV阀,2781,1486396800
“哧哧”声,不懂保养汽车,“哧哧”声,2967,1499616000
“哧哧”声,气泵一轴承,“哧哧”声,2967,1499616000
“哧哧”声,“哧哧”声,不懂保养汽车,2967,1499616000
“哧哧”声,气泵一轴承,不懂保养汽车,2967,1499616000
“哧哧”声,“哧哧”声,气泵一轴承,2967,1499616000
“哧哧”声,不懂保养汽车,气泵一轴承,2967,1499616000
万向十字轴,驾驶不当,万向十字轴磨损导致动力不足,2643,1483545600
万向十字轴,万向十字轴,万向十字轴磨损导致动力不足,2643,1483545600
万向十字轴,万向十字轴磨损导致动力不足,驾驶不当,2643,1483545600
万向十字轴,万向十字轴,驾驶不当,2643,1483545600
万向十字轴,万向十字轴磨损导致动力不足,万向十字轴,2643,1483545600
万向十字轴,驾驶不当,万向十字轴,2643,1483545600
万向十字轴,意外,动力不足,2944,1501516800
万向十字轴,万向十字轴,动力不足,2944,1501516800
万向十字轴,动力不足,意外,2944,1501516800
万向十字轴,万向十字轴,意外,2944,1501516800
万向十字轴,动力不足,万向十字轴,2944,1501516800
万向十字轴,意外,万向十字轴,2944,1501516800
万向十字轴磨损导致动力不足,驾驶不当,万向十字轴磨损导致动力不足,2643,1483545600
万向十字轴磨损导致动力不足,万向十字轴,万向十字轴磨损导致动力不足,2643,1483545600
万向十字轴磨损导致动力不足,万向十字轴磨损导致动力不足,驾驶不当,2643,1483545600
万向十字轴磨损导致动力不足,万向十字轴,驾驶不当,2643,1483545600
万向十字轴磨损导致动力不足,万向十字轴磨损导致动力不足,万向十字轴,2643,1483545600
万向十字轴磨损导致动力不足,驾驶不当,万向十字轴,2643,1483545600
三元催化器,没有阅读说明书,自动变速器不跳四档故障,2857,1499961600
三元催化器,三元催化器,自动变速器不跳四档故障,2857,1499961600
三元催化器,自动变速器不跳四档故障,没有阅读说明书,2857,1499961600
三元催化器,三元催化器,没有阅读说明书,2857,1499961600
三元催化器,自动变速器不跳四档故障,三元催化器,2857,1499961600
三元催化器,没有阅读说明书,三元催化器,2857,1499961600
三元催化转换器,修理不当,怠速不稳,2800,1499961600
三元催化转换器,三元催化转换器,怠速不稳,2800,1499961600
三元催化转换器,怠速不稳,修理不当,2800,1499961600
三元催化转换器,三元催化转换器,修理不当,2800,1499961600
三元催化转换器,怠速不稳,三元催化转换器,2800,1499961600
三元催化转换器,修理不当,三元催化转换器,2800,1499961600
上次修理失当,上次修理失当,异响,2650,1484236800
上次修理失当,垫板,异响,2650,1484236800
上次修理失当,异响,上次修理失当,2650,1484236800
上次修理失当,垫板,上次修理失当,2650,1484236800
上次修理失当,异响,垫板,2650,1484236800
上次修理失当,上次修理失当,垫板,2650,1484236800
上次修理失当,上次修理失当,气缸盖碗形塞锈穿,2655,1485705600
上次修理失当,气缸,气缸盖碗形塞锈穿,2655,1485705600
上次修理失当,气缸盖碗形塞锈穿,上次修理失当,2655,1485705600
上次修理失当,气缸,上次修理失当,2655,1485705600
上次修理失当,气缸盖碗形塞锈穿,气缸,2655,1485705600
上次修理失当,上次修理失当,气缸,2655,1485705600
上次修理失当,上次修理失当,分缸线故障,2659,1485705600
上次修理失当,分缸线,分缸线故障,2659,1485705600
上次修理失当,分缸线故障,上次修理失当,2659,1485705600
上次修理失当,分缸线,上次修理失当,2659,1485705600
上次修理失当,分缸线故障,分缸线,2659,1485705600
上次修理失当,上次修理失当,分缸线,2659,1485705600
上次修理失当,上次修理失当,齿轮损坏,2663,1486224000
上次修理失当,齿轮,齿轮损坏,2663,1486224000
上次修理失当,齿轮损坏,上次修理失当,2663,1486224000
上次修理失当,齿轮,上次修理失当,2663,1486224000
上次修理失当,齿轮损坏,齿轮,2663,1486224000
上次修理失当,上次修理失当,齿轮,2663,1486224000
上次修理失当,上次修理失当,发动机固定螺栓松脱,2668,1486224000
上次修理失当,发动机,发动机固定螺栓松脱,2668,1486224000
上次修理失当,发动机固定螺栓松脱,上次修理失当,2668,1486224000
上次修理失当,发动机,上次修理失当,2668,1486224000
上次修理失当,发动机固定螺栓松脱,发动机,2668,1486224000
上次修理失当,上次修理失当,发动机,2668,1486224000
上次修理失当,上次修理失当,发电机故障,2669,1487088000
上次修理失当,发电机,发电机故障,2669,1487088000
上次修理失当,发电机故障,上次修理失当,2669,1487088000
上次修理失当,发电机,上次修理失当,2669,1487088000
上次修理失当,发电机故障,发电机,2669,1487088000
上次修理失当,上次修理失当,发电机,2669,1487088000
上次修理失当,上次修理失当,"起动困难 ",2671,1487088000
上次修理失当,化油器,"起动困难 ",2671,1487088000
上次修理失当,"起动困难 ",上次修理失当,2671,1487088000
上次修理失当,化油器,上次修理失当,2671,1487088000
上次修理失当,"起动困难 ",化油器,2671,1487088000
上次修理失当,上次修理失当,化油器,2671,1487088000
上次修理失当,上次修理失当,怠速不稳,2697,1490803200
上次修理失当,发动机,怠速不稳,2697,1490803200
上次修理失当,怠速不稳,上次修理失当,2697,1490803200
上次修理失当,发动机,上次修理失当,2697,1490803200
上次修理失当,怠速不稳,发动机,2697,1490803200
上次修理失当,上次修理失当,发动机,2697,1490803200
上次修理失当,上次修理失当,容易熄火,2699,1490803200
上次修理失当,发电机,容易熄火,2699,1490803200
上次修理失当,容易熄火,上次修理失当,2699,1490803200
上次修理失当,发电机,上次修理失当,2699,1490803200
上次修理失当,容易熄火,发电机,2699,1490803200
上次修理失当,上次修理失当,发电机,2699,1490803200
上次修理失当,上次修理失当,异响,2735,1493568000
上次修理失当,发动机,异响,2735,1493568000
上次修理失当,异响,上次修理失当,2735,1493568000
上次修理失当,发动机,上次修理失当,2735,1493568000
上次修理失当,异响,发动机,2735,1493568000
上次修理失当,上次修理失当,发动机,2735,1493568000
上次修理失当,上次修理失当,启动困难,2743,1493568000
上次修理失当,发动机,启动困难,2743,1493568000
上次修理失当,启动困难,上次修理失当,2743,1493568000
上次修理失当,发动机,上次修理失当,2743,1493568000
上次修理失当,启动困难,发动机,2743,1493568000
上次修理失当,上次修理失当,发动机,2743,1493568000
上次修理失当,上次修理失当,启动困难,2744,1494604800
上次修理失当,发动机,启动困难,2744,1494604800
上次修理失当,启动困难,上次修理失当,2744,1494604800
上次修理失当,发动机,上次修理失当,2744,1494604800
上次修理失当,启动困难,发动机,2744,1494604800
上次修理失当,上次修理失当,发动机,2744,1494604800
上次修理失当,上次修理失当,启动困难,2746,1494604800
上次修理失当,发动机,启动困难,2746,1494604800
上次修理失当,启动困难,上次修理失当,2746,1494604800
上次修理失当,发动机,上次修理失当,2746,1494604800
上次修理失当,启动困难,发动机,2746,1494604800
上次修理失当,上次修理失当,发动机,2746,1494604800
上次修理失当,上次修理失当,动力不足,2748,1494604800
上次修理失当,发动机,动力不足,2748,1494604800
上次修理失当,动力不足,上次修理失当,2748,1494604800
上次修理失当,发动机,上次修理失当,2748,1494604800
上次修理失当,动力不足,发动机,2748,1494604800
上次修理失当,上次修理失当,发动机,2748,1494604800
上次修理失当,上次修理失当,启动困难,2764,1493827200
上次修理失当,进油管,启动困难,2764,1493827200
上次修理失当,启动困难,上次修理失当,2764,1493827200
上次修理失当,进油管,上次修理失当,2764,1493827200
上次修理失当,启动困难,进油管,2764,1493827200
上次修理失当,上次修理失当,进油管,2764,1493827200
上次修理失当,上次修理失当,发动机故障,2782,1494000000
上次修理失当,凸轮轴承,发动机故障,2782,1494000000
上次修理失当,发动机故障,上次修理失当,2782,1494000000
上次修理失当,凸轮轴承,上次修理失当,2782,1494000000
上次修理失当,发动机故障,凸轮轴承,2782,1494000000
上次修理失当,上次修理失当,凸轮轴承,2782,1494000000
上次修理失当,上次修理失当,水温高,2786,1496678400
上次修理失当,风扇叶片,水温高,2786,1496678400
上次修理失当,水温高,上次修理失当,2786,1496678400
上次修理失当,风扇叶片,上次修理失当,2786,1496678400
上次修理失当,水温高,风扇叶片,2786,1496678400
上次修理失当,上次修理失当,风扇叶片,2786,1496678400
上次修理失当,上次修理失当,启动困难,2789,1484496000
上次修理失当,保险丝,启动困难,2789,1484496000
上次修理失当,启动困难,上次修理失当,2789,1484496000
上次修理失当,保险丝,上次修理失当,2789,1484496000
上次修理失当,启动困难,保险丝,2789,1484496000
上次修理失当,上次修理失当,保险丝,2789,1484496000
上次修理失当,上次修理失当,发动机故障,2792,1484496000
上次修理失当,电脑模块,发动机故障,2792,1484496000
上次修理失当,发动机故障,上次修理失当,2792,1484496000
上次修理失当,电脑模块,上次修理失当,2792,1484496000
上次修理失当,发动机故障,电脑模块,2792,1484496000
上次修理失当,上次修理失当,电脑模块,2792,1484496000
上次修理失当,上次修理失当,倒车灯不亮,2809,1492012800
上次修理失当,搭铁线,倒车灯不亮,2809,1492012800
上次修理失当,倒车灯不亮,上次修理失当,2809,1492012800
上次修理失当,搭铁线,上次修理失当,2809,1492012800
上次修理失当,倒车灯不亮,搭铁线,2809,1492012800
上次修理失当,上次修理失当,搭铁线,2809,1492012800
上次修理失当,上次修理失当,灯常亮,2817,1494777600
上次修理失当,线,灯常亮,2817,1494777600
上次修理失当,灯常亮,上次修理失当,2817,1494777600
上次修理失当,线,上次修理失当,2817,1494777600
上次修理失当,灯常亮,线,2817,1494777600
上次修理失当,上次修理失当,线,2817,1494777600
上次修理失当,上次修理失当,熄火,2822,1469808000
上次修理失当,油箱,熄火,2822,1469808000
上次修理失当,熄火,上次修理失当,2822,1469808000
上次修理失当,油箱,上次修理失当,2822,1469808000
上次修理失当,熄火,油箱,2822,1469808000
